payment_id,project_id,installment_no,amount,payment_date,payment_mode,milestone_reached_pct,flagged
PAY-030459,MPLADS-MP-2025-00487,1,294587.03,2026-03-02,DBT,29.8,False
PAY-030460,MPLADS-MP-2025-00487,2,260078.52,2026-04-23,DBT,59.1,False
PAY-030461,MPLADS-MP-2025-00487,3,96266.94,2026-06-09,DBT,72.1,False
PAY-030462,MPLADS-OD-2022-00533,1,112883.06,2022-11-11,DBT,5.6,False
PAY-030463,MPLADS-OD-2022-00533,2,649122.38,2023-01-24,DBT,45.4,False
PAY-030464,MPLADS-OD-2022-00533,3,110582.4,2023-03-29,DBT,42.3,False
PAY-030465,MPLADS-OD-2022-00533,4,129457.89,2023-06-10,RTGS,55.5,False
PAY-030466,MPLADS-OD-2022-00533,5,408592.35,2023-07-27,DBT,74.3,False
PAY-030467,MPLADS-OD-2023-00534,1,619499.42,2024-04-23,RTGS,35.6,False
PAY-030468,MPLADS-OD-2023-00534,2,1141782.74,2024-06-13,DBT,99.0,False
PAY-030469,MPLADS-GJ-2022-00563,1,829172.62,2023-03-21,RTGS,33.2,False
PAY-030470,MPLADS-GJ-2022-00563,2,1041518.61,2023-06-16,DBT,84.0,False
PAY-030471,MPLADS-GJ-2022-00563,3,372056.07,2023-07-28,DBT,86.4,False
PAY-030472,MPLADS-PB-2021-00605,1,458928.88,2022-04-21,RTGS,23.1,False
PAY-030473,MPLADS-PB-2021-00605,2,10305849.81,2022-04-25,DBT,38.267503592406506,False
PAY-030474,MPLADS-TG-2024-00570,1,206842.98,2024-12-22,CHEQUE,8.7,False
PAY-030475,MPLADS-TG-2024-00570,2,212268.11,2025-02-23,DBT,14.7,False
PAY-030476,MPLADS-TG-2024-00570,3,138772.75,2025-04-08,DBT,22.0,False
PAY-030477,MPLADS-TG-2024-00570,4,1690201.0,2025-06-28,DBT,90.7,False
PAY-030478,MPLADS-TG-2024-00570,5,161010.98,2025-09-01,DBT,100.0,False
PAY-030479,MPLADS-HR-2025-00546,1,361891.0,2024-06-01,RTGS,62.4,False
PAY-030480,MPLADS-HR-2025-00546,2,117546.08,2024-06-14,CHEQUE,84.9,False
PAY-030481,MPLADS-OD-2023-00535,1,413027.43,2024-01-20,CHEQUE,15.2,False
PAY-030482,MPLADS-OD-2023-00535,2,1012898.42,2024-03-02,RTGS,60.6,False
PAY-030483,MPLADS-OD-2023-00535,3,67173.56,2024-04-27,DBT,69.8,False
PAY-030484,MPLADS-JH-2025-00538,1,312764.97,2026-03-19,DBT,31.1,False
PAY-030485,MPLADS-JH-2025-00538,2,114801.02,2026-06-03,DBT,42.5,False
PAY-030486,MPLADS-JH-2025-00538,3,432121.58,2026-07-16,RTGS,90.6,False
PAY-030487,MPLADS-OD-2024-00536,1,12656.0,2025-02-26,DBT,1.3,False
PAY-030488,MPLADS-OD-2024-00536,2,107478.29,2025-03-30,DBT,11.9,False
PAY-030489,MPLADS-OD-2024-00536,3,12696.86,2025-06-21,DBT,13.0,False
PAY-030490,MPLADS-OD-2024-00536,4,110317.19,2025-08-08,DBT,27.4,False
PAY-030491,MPLADS-KA-2020-00505,1,353968.4,2020-11-13,DBT,23.7,False
PAY-030492,MPLADS-KA-2020-00505,2,212744.48,2021-01-03,CHEQUE,30.8,False
PAY-030493,MPLADS-KA-2020-00505,3,278455.86,2021-02-04,DBT,50.7,False
PAY-030494,MPLADS-KA-2020-00505,4,497366.13,2021-03-28,RTGS,75.8,False
PAY-030495,MPLADS-KA-2020-00505,5,74040.15,2021-06-15,DBT,98.0,False
PAY-030496,MPLADS-KA-2020-00505,6,642191.3,2021-08-12,DBT,100.0,False
PAY-030497,MPLADS-TG-2025-00571,1,760244.89,2025-08-02,DBT,39.9,False
PAY-030498,MPLADS-TG-2025-00571,2,1127267.41,2025-09-04,CHEQUE,85.6,False
PAY-030499,MPLADS-RJ-2020-00552,1,892747.02,2021-04-15,DBT,53.3,False
PAY-030500,MPLADS-RJ-2020-00552,2,764817.38,2021-06-10,DBT,100.0,False
PAY-030501,MPLADS-WB-2023-00533,1,120417.28,2023-10-03,DBT,3.6,False
PAY-030502,MPLADS-WB-2023-00533,2,311939.46,2023-11-04,DBT,11.7,False
PAY-030503,MPLADS-WB-2023-00533,3,2116917.97,2024-01-26,DBT,62.4,False
PAY-030504,MPLADS-JH-2024-00539,1,714397.77,2024-12-28,DBT,46.4,False
PAY-030505,MPLADS-JH-2024-00539,2,544708.85,2025-02-10,DBT,70.4,False
PAY-030506,MPLADS-JH-2024-00539,3,248733.02,2025-04-09,CHEQUE,84.5,False
PAY-030507,MPLADS-JH-2022-00540,1,118968.97,2023-04-05,RTGS,5.4,False
PAY-030508,MPLADS-JH-2022-00540,2,83431.06,2023-05-20,DBT,8.0,False
PAY-030509,MPLADS-JH-2022-00540,3,854933.14,2023-07-17,DBT,45.2,False
PAY-030510,MPLADS-GJ-2025-00564,1,241424.18,2026-03-09,DBT,25.8,False
PAY-030511,MPLADS-GJ-2025-00564,2,725673.82,2026-05-19,DBT,84.3,False
PAY-030512,MPLADS-GJ-2024-00565,1,425343.83,2025-05-03,DBT,37.4,False
PAY-030513,MPLADS-JH-2025-00541,1,324629.45,2025-08-17,DBT,29.9,False
PAY-030514,MPLADS-JH-2025-00541,2,150767.84,2025-11-09,DBT,39.9,False
PAY-030515,MPLADS-JH-2025-00541,3,13035.37,2026-01-29,DBT,40.3,False
PAY-030516,MPLADS-JH-2025-00541,4,537660.84,2026-04-07,RTGS,84.2,False
PAY-030517,MPLADS-AS-2023-00532,1,390339.96,2023-08-10,RTGS,9.6,False
PAY-030518,MPLADS-AS-2023-00532,2,738766.69,2023-10-20,DBT,33.9,False
PAY-030519,MPLADS-AS-2023-00532,3,440579.12,2023-11-22,DBT,41.4,False
PAY-030520,MPLADS-GJ-2021-00566,1,1400874.27,2021-12-18,RTGS,88.8,False
PAY-030521,MPLADS-GJ-2021-00567,1,916407.5,2021-10-14,CHEQUE,80.8,False
PAY-030522,MPLADS-TN-2024-00525,1,455753.12,2024-09-19,RTGS,30.6,False
PAY-030523,MPLADS-TN-2024-00525,2,184447.31,2024-11-22,RTGS,39.6,False
PAY-030524,MPLADS-RJ-2023-00553,1,3088668.92,2024-02-09,RTGS,64.4,False
PAY-030525,MPLADS-RJ-2023-00553,2,1223204.77,2024-04-03,DBT,83.6,False
PAY-030526,MPLADS-RJ-2023-00553,3,789775.61,2024-05-13,DBT,97.7,False
PAY-030527,MPLADS-WB-2025-00534,1,139809.5,2025-09-25,RTGS,12.8,False
PAY-030528,MPLADS-WB-2025-00534,2,294379.42,2025-10-25,DBT,39.6,False
PAY-030529,MPLADS-WB-2025-00534,3,62198.49,2025-12-20,DBT,40.1,False
PAY-030530,MPLADS-JH-2019-00542,1,2500090.76,2019-12-17,CHEQUE,100.0,False
PAY-030531,MPLADS-WB-2024-00535,1,590032.95,2024-10-15,DBT,59.9,False
PAY-030532,MPLADS-UP-2021-00538,1,520194.42,2022-02-24,DBT,34.7,False
PAY-030533,MPLADS-UP-2021-00538,2,200956.56,2022-05-09,DBT,51.7,False
PAY-030534,MPLADS-UP-2021-00538,3,750292.54,2022-07-12,RTGS,100.0,False
PAY-030535,MPLADS-WB-2024-00536,1,301181.58,2025-06-27,DBT,61.1,False
PAY-030536,MPLADS-WB-2024-00536,2,61825.59,2025-09-22,DBT,83.5,False
PAY-030537,MPLADS-WB-2024-00536,3,212472.74,2025-11-23,DBT,100.0,False
PAY-030538,MPLADS-WB-2024-00536,4,134279.44,2026-02-02,RTGS,100.0,False
PAY-030539,MPLADS-WB-2024-00536,5,17402.97,2026-03-05,DBT,100.0,False
PAY-030540,MPLADS-BR-2020-00527,1,283561.2,2021-05-06,DBT,26.2,False
PAY-030541,MPLADS-BR-2020-00527,2,238225.65,2021-06-17,DBT,50.7,False
PAY-030542,MPLADS-BR-2020-00527,3,491276.27,2021-09-05,DBT,91.7,False
PAY-030543,MPLADS-HR-2025-00547,1,993490.58,2026-03-16,DBT,20.8,False
PAY-030544,MPLADS-HR-2025-00547,2,599604.29,2026-05-23,RTGS,29.5,False
PAY-030545,MPLADS-HR-2025-00547,3,220073.08,2026-08-11,RTGS,35.1,False
PAY-030546,MPLADS-KA-2023-00506,1,76133.64,2023-11-23,DBT,6.1,False
PAY-030547,MPLADS-KA-2023-00506,2,1126877.45,2024-02-10,DBT,93.7,False
PAY-030548,MPLADS-KA-2023-00506,3,310696.7,2024-05-03,RTGS,100.0,False
PAY-030549,MPLADS-KA-2023-00506,4,418855.6,2024-06-08,DBT,100.0,False
PAY-030550,MPLADS-PB-2020-00606,1,347330.97,2021-03-07,RTGS,21.8,False
PAY-030551,MPLADS-PB-2020-00606,2,374843.2,2021-05-28,CHEQUE,49.7,False
PAY-030552,MPLADS-PB-2020-00606,3,762015.29,2021-07-17,RTGS,98.5,False
PAY-030553,MPLADS-UP-2021-00539,1,1151627.39,2021-11-23,DBT,73.9,False
PAY-030554,MPLADS-UP-2021-00539,2,243831.12,2022-01-28,DBT,89.0,False
PAY-030555,MPLADS-RJ-2022-00554,1,304794.12,2023-03-04,DBT,26.0,False
PAY-030556,MPLADS-RJ-2022-00554,2,223694.44,2023-05-07,DBT,38.2,False
PAY-030557,MPLADS-RJ-2022-00554,3,642119.71,2023-06-10,DBT,89.9,False
PAY-030558,MPLADS-KL-2019-00580,1,572186.02,2020-01-14,DBT,17.4,False
PAY-030559,MPLADS-KL-2019-00580,2,862421.67,2020-02-29,DBT,45.2,False
PAY-030560,MPLADS-KL-2019-00580,3,135423.68,2020-05-05,DBT,45.8,False
PAY-030561,MPLADS-RJ-2022-00555,1,1278325.68,2022-12-09,CHEQUE,24.9,False
PAY-030562,MPLADS-RJ-2022-00555,2,104123.78,2023-01-10,DBT,24.4,False
PAY-030563,MPLADS-RJ-2022-00555,3,1804127.67,2023-03-05,DBT,60.7,False
PAY-030564,MPLADS-RJ-2022-00555,4,1289714.25,2023-04-29,DBT,69.0,False
PAY-030565,MPLADS-RJ-2022-00555,5,1030780.38,2023-07-18,RTGS,100.0,False
PAY-030566,MPLADS-TN-2025-00526,1,490904.19,2025-11-18,DBT,34.4,False
PAY-030567,MPLADS-TN-2025-00526,2,265138.83,2026-02-07,RTGS,54.8,False
PAY-030568,MPLADS-TN-2025-00526,3,453313.25,2026-04-28,RTGS,100.0,False
PAY-030569,MPLADS-TG-2022-00572,1,206081.17,2022-11-15,RTGS,24.2,False
PAY-030570,MPLADS-TG-2022-00572,2,301018.67,2023-01-09,RTGS,59.9,False
PAY-030571,MPLADS-TG-2022-00572,3,38280.97,2023-03-07,DBT,75.0,False
PAY-030572,MPLADS-TG-2022-00572,4,209744.8,2023-05-27,DBT,100.0,False
PAY-030573,MPLADS-WB-2023-00537,1,591691.19,2023-08-11,DBT,10.4,False
PAY-030574,MPLADS-WB-2023-00537,2,795952.1,2023-10-24,DBT,25.1,False
PAY-030575,MPLADS-WB-2023-00537,3,3084955.34,2023-12-30,DBT,80.1,False
PAY-030576,MPLADS-WB-2023-00537,4,1013586.41,2024-03-06,DBT,92.7,False
PAY-030577,MPLADS-WB-2022-00538,1,964656.98,2023-02-11,DBT,27.5,False
PAY-030578,MPLADS-WB-2022-00538,2,826336.27,2023-05-09,CHEQUE,52.4,False
PAY-030579,MPLADS-CG-2024-00568,1,207432.91,2024-08-02,DBT,24.4,False
PAY-030580,MPLADS-CG-2024-00568,2,619470.97,2024-09-25,DBT,100.0,False
PAY-030581,MPLADS-PB-2024-00607,1,1623339.61,2025-04-30,DBT,100.0,False
PAY-030582,MPLADS-PB-2019-00608,1,79116.15,2020-03-01,DBT,21.8,False
PAY-030583,MPLADS-PB-2019-00608,2,148020.79,2020-05-29,DBT,60.5,False
PAY-030584,MPLADS-PB-2019-00608,3,106920.78,2020-07-13,RTGS,98.0,False
PAY-030585,MPLADS-WB-2021-00539,1,289374.17,2022-01-08,DBT,11.7,False
PAY-030586,MPLADS-WB-2021-00539,2,250617.62,2022-03-20,DBT,17.6,False
PAY-030587,MPLADS-WB-2021-00539,3,515255.73,2022-05-14,DBT,36.2,False
PAY-030588,MPLADS-WB-2021-00539,4,917453.46,2022-07-18,DBT,69.5,False
PAY-030589,MPLADS-WB-2021-00539,5,504054.61,2022-09-29,DBT,100.0,False
PAY-030590,MPLADS-WB-2021-00539,6,98280.17,2022-12-02,DBT,85.9,False
PAY-030591,MPLADS-MP-2019-00488,1,1055036.67,2020-01-14,RTGS,31.1,False
PAY-030592,MPLADS-MP-2019-00488,2,307323.15,2020-02-13,DBT,36.6,False
PAY-030593,MPLADS-MP-2019-00488,3,592625.58,2020-03-29,DBT,63.2,False
PAY-030594,MPLADS-MP-2019-00488,4,911878.02,2020-05-21,DBT,77.7,False
PAY-030595,MPLADS-MP-2019-00488,5,204510.57,2020-08-10,DBT,100.0,False
PAY-030596,MPLADS-OD-2021-00537,1,153250.58,2022-02-03,DBT,5.4,False
PAY-030597,MPLADS-OD-2021-00537,2,296017.78,2022-03-07,DBT,15.1,False
PAY-030598,MPLADS-OD-2021-00537,3,301026.98,2022-05-29,DBT,29.4,False
PAY-030599,MPLADS-OD-2021-00537,4,281470.16,2022-08-05,CHEQUE,37.7,False
PAY-030600,MPLADS-OD-2021-00537,5,2853508.6,2022-08-09,DBT,33.191488415388655,False
PAY-030601,MPLADS-TN-2022-00527,1,326324.28,2023-04-05,RTGS,12.2,False
PAY-030602,MPLADS-TN-2022-00527,2,230129.53,2023-05-12,DBT,21.0,False
PAY-030603,MPLADS-TN-2022-00527,3,518597.3,2023-06-28,RTGS,35.9,False
PAY-030604,MPLADS-TN-2022-00527,4,871091.29,2023-09-11,DBT,64.7,False
PAY-030605,MPLADS-TN-2022-00527,5,906138.56,2023-11-03,DBT,100.0,False
PAY-030606,MPLADS-RJ-2020-00556,1,1027151.21,2020-11-30,DBT,40.3,False
PAY-030607,MPLADS-RJ-2020-00556,2,870666.09,2021-02-05,DBT,66.6,False
PAY-030608,MPLADS-MP-2024-00489,1,784173.07,2024-12-13,DBT,77.9,False
PAY-030609,MPLADS-MP-2024-00489,2,280673.25,2025-02-04,CHEQUE,95.7,False
PAY-030610,MPLADS-OD-2024-00538,1,72913.51,2025-01-16,CHEQUE,16.8,False
PAY-030611,MPLADS-OD-2024-00538,2,57843.73,2025-03-18,DBT,32.1,False
PAY-030612,MPLADS-OD-2024-00538,3,42399.03,2025-06-01,DBT,38.0,False
PAY-030613,MPLADS-OD-2024-00538,4,24518.45,2025-08-17,DBT,48.2,False
PAY-030614,MPLADS-OD-2024-00538,5,199530.09,2025-10-02,RTGS,91.3,False
PAY-030615,MPLADS-AS-2024-00533,1,692807.48,2024-11-19,DBT,61.5,False
PAY-030616,MPLADS-AS-2024-00533,2,381436.41,2024-12-30,DBT,99.8,False
PAY-030617,MPLADS-TG-2021-00573,1,2475193.59,2022-04-26,DBT,49.9,False
PAY-030618,MPLADS-TG-2021-00573,2,2113929.65,2022-06-20,RTGS,95.5,False
PAY-030619,MPLADS-AS-2025-00534,1,1213725.88,2026-06-01,DBT,75.2,False
PAY-030620,MPLADS-AS-2025-00534,2,779093.9,2026-08-11,DBT,100.0,False
PAY-030621,MPLADS-TG-2024-00574,1,662901.78,2024-11-08,CHEQUE,35.3,False
PAY-030622,MPLADS-TG-2024-00574,2,585164.82,2024-12-15,RTGS,63.6,False
PAY-030623,MPLADS-TG-2024-00574,3,512569.65,2025-01-29,DBT,100.0,False
PAY-030624,MPLADS-AS-2023-00535,1,432074.05,2024-05-15,DBT,14.7,False
PAY-030625,MPLADS-AS-2023-00535,2,631263.52,2024-07-04,DBT,35.4,False
PAY-030626,MPLADS-TG-2021-00575,1,78835.41,2021-07-28,RTGS,26.4,False
PAY-030627,MPLADS-TG-2021-00575,2,95767.12,2021-09-15,RTGS,58.6,False
PAY-030628,MPLADS-TG-2021-00575,3,145130.39,2021-11-11,DBT,100.0,False
PAY-030629,MPLADS-WB-2024-00540,1,402834.96,2024-11-08,RTGS,14.6,False
PAY-030630,MPLADS-WB-2024-00540,2,200724.85,2024-12-12,CHEQUE,19.1,False
PAY-030631,MPLADS-WB-2024-00540,3,792155.52,2025-01-30,DBT,55.8,False
PAY-030632,MPLADS-WB-2024-00540,4,753990.96,2025-04-17,RTGS,86.0,False
PAY-030633,MPLADS-WB-2024-00540,5,506623.81,2025-06-25,DBT,100.0,False
PAY-030634,MPLADS-CG-2022-00569,1,54221.21,2022-09-29,DBT,5.4,False
PAY-030635,MPLADS-CG-2022-00569,2,8411.79,2022-11-06,DBT,7.1,False
PAY-030636,MPLADS-CG-2022-00569,3,12128.63,2023-01-15,DBT,7.6,False
PAY-030637,MPLADS-CG-2022-00569,4,24401.28,2023-03-29,DBT,10.2,False
PAY-030638,MPLADS-RJ-2023-00557,1,405896.2,2024-02-25,DBT,19.4,False
PAY-030639,MPLADS-RJ-2023-00557,2,617342.08,2024-04-11,DBT,48.1,False
PAY-030640,MPLADS-RJ-2023-00557,3,369029.42,2024-05-13,RTGS,54.1,False
PAY-030641,MPLADS-MP-2025-00490,1,298104.32,2025-11-22,RTGS,6.8,False
PAY-030642,MPLADS-MP-2025-00490,2,729956.8,2026-01-15,DBT,23.3,False
PAY-030643,MPLADS-MP-2025-00490,3,1947022.75,2026-02-18,DBT,66.0,False
PAY-030644,MPLADS-MP-2025-00490,4,975124.17,2026-05-16,DBT,85.2,False
PAY-030645,MPLADS-RJ-2021-00558,1,109969.38,2021-12-10,DBT,10.7,False
PAY-030646,MPLADS-RJ-2021-00558,2,393845.33,2022-02-04,DBT,48.7,False
PAY-030647,MPLADS-RJ-2021-00558,3,141901.57,2022-04-06,RTGS,68.8,False
PAY-030648,MPLADS-RJ-2021-00558,4,8825.61,2022-06-23,DBT,64.3,False
PAY-030649,MPLADS-RJ-2021-00558,5,255982.13,2022-08-07,DBT,93.6,False
PAY-030650,MPLADS-TG-2022-00576,1,403267.38,2022-10-01,RTGS,46.4,False
PAY-030651,MPLADS-TG-2022-00576,2,206137.5,2022-12-13,CHEQUE,72.6,False
PAY-030652,MPLADS-TG-2022-00576,3,119026.39,2023-02-14,DBT,83.2,False
PAY-030653,MPLADS-TG-2022-00576,4,104872.47,2023-04-28,DBT,83.3,False
PAY-030654,MPLADS-TG-2022-00576,5,46735.37,2023-07-24,DBT,100.0,False
PAY-030655,MPLADS-JH-2020-00543,1,44508.99,2020-07-22,DBT,6.8,False
PAY-030656,MPLADS-JH-2020-00543,2,83949.76,2020-09-12,DBT,21.6,False
PAY-030657,MPLADS-JH-2020-00543,3,24446.58,2020-11-26,DBT,29.9,False
PAY-030658,MPLADS-JH-2020-00543,4,104048.68,2021-01-03,DBT,41.9,False
PAY-030659,MPLADS-JH-2020-00543,5,298187.42,2021-03-08,DBT,100.0,False
PAY-030660,MPLADS-BR-2025-00528,1,456772.25,2025-11-27,RTGS,51.3,False
PAY-030661,MPLADS-BR-2025-00528,2,278100.37,2026-02-16,DBT,78.6,False
PAY-030662,MPLADS-BR-2025-00528,3,325202.43,2026-03-22,DBT,100.0,False
PAY-030663,MPLADS-BR-2025-00528,4,103453.53,2026-06-04,CHEQUE,100.0,False
PAY-030664,MPLADS-TN-2024-00528,1,3694970.15,2025-03-21,CHEQUE,80.6,False
PAY-030665,MPLADS-TN-2024-00528,2,309455.8,2025-06-18,DBT,91.9,False
PAY-030666,MPLADS-CG-2024-00570,1,124246.99,2025-01-06,DBT,3.4,False
PAY-030667,MPLADS-CG-2024-00570,2,689050.17,2025-03-28,DBT,20.1,False
PAY-030668,MPLADS-CG-2024-00570,3,937161.56,2025-05-14,DBT,50.1,False
PAY-030669,MPLADS-CG-2024-00570,4,210954.69,2025-07-22,DBT,48.3,False
PAY-030670,MPLADS-CG-2024-00570,5,706542.63,2025-08-28,DBT,62.6,False
PAY-030671,MPLADS-TG-2023-00577,1,202577.64,2023-12-31,DBT,15.8,False
PAY-030672,MPLADS-TG-2023-00577,2,101322.13,2024-02-25,DBT,25.6,False
PAY-030673,MPLADS-AP-2025-00526,1,501883.14,2025-12-04,DBT,36.6,False
PAY-030674,MPLADS-AP-2025-00526,2,195069.05,2026-02-07,DBT,51.4,False
PAY-030675,MPLADS-AP-2025-00526,3,349073.06,2026-04-22,DBT,65.4,False
PAY-030676,MPLADS-AP-2025-00526,4,140479.5,2026-06-17,DBT,72.3,False
PAY-030677,MPLADS-AP-2024-00527,1,897591.48,2025-04-05,DBT,38.5,False
PAY-030678,MPLADS-AP-2024-00527,2,216940.7,2025-06-20,DBT,40.7,False
PAY-030679,MPLADS-AP-2024-00527,3,325346.8,2025-08-03,DBT,57.4,False
PAY-030680,MPLADS-AP-2024-00527,4,871893.2,2025-09-10,DBT,100.0,False
PAY-030681,MPLADS-KL-2024-00581,1,626905.8,2025-03-29,DBT,14.9,False
PAY-030682,MPLADS-KL-2024-00581,2,895180.41,2025-05-08,DBT,33.9,False
PAY-030683,MPLADS-KL-2024-00581,3,2673990.16,2025-07-13,RTGS,83.1,False
PAY-030684,MPLADS-AP-2024-00528,1,332367.25,2024-11-08,DBT,14.8,False
PAY-030685,MPLADS-AP-2024-00528,2,1019676.85,2025-01-27,DBT,67.9,False
PAY-030686,MPLADS-KA-2024-00507,1,861156.18,2025-01-20,RTGS,62.4,False
PAY-030687,MPLADS-KA-2024-00507,2,151040.87,2025-04-11,RTGS,88.3,False
PAY-030688,MPLADS-KA-2024-00507,3,212538.92,2025-05-12,RTGS,100.0,False
PAY-030689,MPLADS-TG-2023-00578,1,1280084.08,2023-10-29,CHEQUE,39.9,False
PAY-030690,MPLADS-TG-2023-00578,2,341183.09,2024-01-18,DBT,45.6,False
PAY-030691,MPLADS-TG-2023-00578,3,189467.79,2024-03-15,DBT,49.8,False
PAY-030692,MPLADS-TG-2025-00579,1,337092.49,2025-11-13,DBT,10.4,False
PAY-030693,MPLADS-TG-2025-00579,2,1389118.75,2026-01-13,DBT,43.8,False
PAY-030694,MPLADS-TG-2025-00579,3,164310.03,2026-04-12,RTGS,52.0,False
PAY-030695,MPLADS-TG-2025-00579,4,298298.74,2026-05-24,CHEQUE,57.2,False
PAY-030696,MPLADS-TG-2025-00579,5,788237.54,2026-07-31,DBT,95.7,False
PAY-030697,MPLADS-RJ-2021-00559,1,530809.71,2022-03-15,DBT,51.0,False
PAY-030698,MPLADS-RJ-2021-00559,2,461910.13,2022-05-02,CHEQUE,96.3,False
PAY-030699,MPLADS-AP-2025-00529,1,974143.52,2025-08-23,CHEQUE,32.0,False
PAY-030700,MPLADS-AP-2025-00529,2,688370.0,2025-10-13,DBT,65.6,False
PAY-030701,MPLADS-AP-2025-00529,3,584632.04,2026-01-04,DBT,77.7,False
PAY-030702,MPLADS-AP-2025-00529,4,314087.6,2026-03-11,CHEQUE,87.2,False
PAY-030703,MPLADS-HR-2023-00548,1,269190.21,2024-01-26,DBT,13.2,False
PAY-030704,MPLADS-HR-2023-00548,2,425096.33,2024-03-04,DBT,33.6,False
PAY-030705,MPLADS-HR-2024-00549,1,295618.99,2024-09-30,DBT,12.9,False
PAY-030706,MPLADS-HR-2024-00549,2,343993.74,2024-11-07,DBT,25.8,False
PAY-030707,MPLADS-HR-2024-00549,3,326450.43,2024-12-20,RTGS,43.1,False
PAY-030708,MPLADS-HR-2024-00549,4,334554.23,2025-01-22,DBT,54.4,False
PAY-030709,MPLADS-HR-2024-00549,5,308996.35,2025-02-16,DBT,69.0,False
PAY-030710,MPLADS-HR-2024-00549,6,361006.52,2025-03-17,DBT,76.3,False
PAY-030711,MPLADS-HR-2024-00549,7,336323.87,2025-05-03,DBT,92.5,False
PAY-030712,MPLADS-HR-2024-00549,8,334685.12,2025-06-22,DBT,100.0,False
PAY-030713,MPLADS-KA-2022-00508,1,1233544.04,2022-10-04,DBT,44.9,False
PAY-030714,MPLADS-KA-2022-00508,2,1021590.45,2022-11-24,DBT,81.8,False
PAY-030715,MPLADS-MP-2024-00491,1,265235.59,2025-05-15,DBT,19.0,False
PAY-030716,MPLADS-MP-2024-00491,2,564768.77,2025-07-09,DBT,65.0,False
PAY-030717,MPLADS-MP-2024-00491,3,103856.36,2025-08-24,DBT,78.5,False
PAY-030718,MPLADS-MP-2024-00491,4,85349.86,2025-10-01,DBT,82.2,False
PAY-030719,MPLADS-BR-2019-00529,1,1703500.23,2019-10-17,DBT,33.5,False
PAY-030720,MPLADS-BR-2019-00529,2,3270195.79,2020-01-13,DBT,86.4,False
PAY-030721,MPLADS-BR-2019-00529,3,360973.46,2020-03-02,DBT,100.0,False
PAY-030722,MPLADS-GJ-2024-00568,1,59161.91,2025-01-20,DBT,6.4,False
PAY-030723,MPLADS-GJ-2024-00568,2,420565.96,2025-02-24,DBT,51.7,False
PAY-030724,MPLADS-GJ-2024-00568,3,326154.54,2025-05-12,DBT,92.9,False
PAY-030725,MPLADS-OD-2025-00539,1,4187578.95,2026-01-19,DBT,100.0,False
PAY-030726,MPLADS-OD-2025-00539,2,2930807.01,2026-02-18,DBT,100.0,False
PAY-030727,MPLADS-OD-2025-00539,3,5317454.2,2026-04-05,DBT,100.0,False
PAY-030728,MPLADS-GJ-2021-00569,1,816694.48,2021-08-20,RTGS,89.5,False
PAY-030729,MPLADS-TN-2024-00529,1,2754124.69,2024-04-03,DBT,91.1,False
PAY-030730,MPLADS-TN-2024-00529,2,410689.47,2024-04-14,DBT,88.5,False
PAY-030731,MPLADS-AS-2024-00536,1,2372095.22,2024-09-30,DBT,74.1,False
PAY-030732,MPLADS-AS-2024-00536,2,1125380.18,2024-10-31,DBT,100.0,False
PAY-030733,MPLADS-AS-2024-00536,3,930723.62,2024-12-27,DBT,100.0,False
PAY-030734,MPLADS-AS-2024-00536,4,2129313.01,2025-02-25,RTGS,100.0,False
PAY-030735,MPLADS-MH-2025-00510,1,7595.2,2026-06-01,CHEQUE,0.6,False
PAY-030736,MPLADS-MH-2025-00510,2,91467.14,2026-07-14,CHEQUE,8.6,False
PAY-030737,MPLADS-PB-2019-00609,1,569383.16,2020-01-22,DBT,17.6,False
PAY-030738,MPLADS-PB-2019-00609,2,598994.36,2020-03-24,DBT,41.3,False
PAY-030739,MPLADS-PB-2019-00609,3,897587.99,2020-06-18,DBT,60.9,False
PAY-030740,MPLADS-PB-2019-00609,4,868244.51,2020-07-30,RTGS,100.0,False
PAY-030741,MPLADS-AP-2024-00530,1,524467.5,2024-10-13,DBT,57.6,False
PAY-030742,MPLADS-AP-2024-00530,2,89424.46,2024-11-18,DBT,65.4,False
PAY-030743,MPLADS-AP-2024-00530,3,281353.17,2024-12-26,DBT,83.9,False
PAY-030744,MPLADS-OD-2020-00540,1,654794.16,2021-01-06,CHEQUE,21.5,False
PAY-030745,MPLADS-OD-2020-00540,2,1486778.41,2021-02-13,RTGS,83.1,False
PAY-030746,MPLADS-GJ-2024-00570,1,36698.58,2024-10-06,DBT,3.9,False
PAY-030747,MPLADS-GJ-2024-00570,2,391635.45,2024-12-18,DBT,49.4,False
PAY-030748,MPLADS-GJ-2024-00570,3,396016.38,2025-03-02,DBT,95.6,False
PAY-030749,MPLADS-BR-2022-00530,1,532499.92,2023-03-02,RTGS,36.3,False
PAY-030750,MPLADS-BR-2022-00530,2,363708.64,2023-05-03,DBT,55.9,False
PAY-030751,MPLADS-BR-2022-00530,3,490042.31,2023-07-16,DBT,100.0,False
PAY-030752,MPLADS-MP-2023-00492,1,798616.86,2024-01-19,DBT,27.5,False
PAY-030753,MPLADS-MP-2023-00492,2,737499.69,2024-04-01,RTGS,53.1,False
PAY-030754,MPLADS-MP-2023-00492,3,962664.3,2024-06-10,RTGS,97.8,False
PAY-030755,MPLADS-CG-2022-00571,1,1043935.5,2023-01-19,DBT,43.0,False
PAY-030756,MPLADS-CG-2022-00571,2,223257.15,2023-04-13,DBT,54.2,False
